PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
178,82847347,-67.6157074,-3.394656897,-134.2247467,-0.428009838,-22.45731544,-3.92788744,59.6010437,324.5744019,245.0254517, 
179,82864014,-66.24926758,1.576644063,-138.6380157,-1.799993873,-24.3878479,-0.80347079,78.07157135,360.7487793,170.6519012, 
180,82880681,-64.66326904,5.578239918,-143.6508026,-4.052169323,-23.42381668,5.202086449,114.2672501,373.0361938,93.71159363, 
181,82897348,-62.77203369,8.793901443,-148.5183411,-6.734207153,-18.02762604,11.80497074,150.3778381,345.4516602,44.77418137, 
182,82914015,-61.8635788,11.02600384,-153.4810181,-5.537447929,-19.6655941,9.305019379,106.1617355,322.1418762,-17.52421379, 
183,82930682,-61.41152191,12.06893635,-158.8495331,-6.995354176,-20.89255905,8.527373314,92.03268433,307.6147461,-94.62914276, 
184,82947349,-61.3740654,12.07014751,-164.3421631,-9.682868958,-18.98663521,8.544598579,71.61885071,283.1670227,-153.9471283, 
185,82964016,-61.79062653,11.2540102,-169.4625244,-10.58434391,-15.54039288,10.87689495,37.60937119,241.5335541,-185.9362488, 
186,82980683,-62.64594269,9.928382874,-173.8757935,-9.037489891,-12.12138939,12.10599804,-2.143215179,193.4370728,-191.3768005, 
187,82997350,-63.79615402,8.307837486,-177.5579071,-7.571282864,-9.591795921,11.40861988,-33.53667831,151.178299,-184.7794647, 
188,83014017,-65.13689423,6.427844524,179.3780975,-6.739830971,-8.528974533,10.47269917,-56.46197128,116.1611252,-180.0684204, 
189,83030684,-66.50730896,4.315216064,176.784668,-5.831003189,-8.142252922,9.332649231,-67.31453705,89.6958847,-178.790451, 
190,83047351,-67.70081329,2.18981576,174.6244507,-5.516418457,-6.852977276,7.910845757,-63.97483826,69.8779068,-167.5254059, 
191,83064018,-68.63790894,0.300850749,172.9215088,-5.156810284,-4.48967123,7.082639694,-53.77871323,52.96530151,-142.9076691, 
192,83080685,-69.4309082,-1.231893539,171.7336884,-3.788636208,-3.289145708,6.144734859,-47.98751068,33.92063904,-111.0930252, 
193,83097352,-70.19430542,-2.524937868,170.9213104,-1.787793517,-2.611900568,4.729657173,-47.28111267,19.22834396,-89.34347534, 
194,83114019,-71.36089325,-2.849100351,170.6071472,-3.304115534,4.931549072,2.297414064,-70.80220032,11.65179348,-24.26602745, 
195,83130686,-72.67887878,-2.491244078,170.5353851,-3.261795521,-2.132173777,4.729601383,-79.2427063,10.99181843,19.39837646, 
196,83147353,-71.78039551,-2.030511141,170.4666138,-2.009951353,-5.423000336,5.421844006,53.74175644,12.63245583,25.37172318, 
197,83164020,-69.99607086,-1.477533579,170.4958038,-1.457138658,-7.535041809,2.28026104,107.0715027,9.473539352,32.23968124, 
198,83180687,-68.36136627,-0.922908604,170.5872192,-0.078830242,-11.18518543,2.444516897,98.17209625,6.963340282,33.36681366, 
199,83197354,-67.56778717,-0.397657663,170.872757,0.884138823,-11.76152039,2.983673573,47.81701279,-3.795568228,35.95302963, 
200,83214021,-67.99295044,0.090757884,171.280426,2.18010354,-12.51618958,2.784996033,-25.41755486,-11.29291534,36.69782257, 
201,83230688,-68.96085358,0.20394136,171.5448303,3.161255836,-14.67836857,3.073916674,-58.06823349,-11.98702526,12.47360229, 
202,83247355,-69.64506531,-0.113689005,171.5977325,3.53619957,-14.47518349,3.836574554,-40.9878273,-9.410762787,-16.34794807, 
