PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
35,1255798888,-39.67918777,70.92938995,-163.8585968,-9.874031067,-1.623863697,2.561533451,-4.391722679,-6.858892918,9.26415062, 
36,1255815555,-38.67533875,71.02283478,-162.8199158,-9.79417038,-1.679305315,2.435746193,1.167344809,-8.275240898,15.14737225, 
37,1255832222,-37.42644501,71.13986969,-161.5567322,-9.682277679,-1.831301093,2.283406258,3.350076437,-9.427256584,19.65953064, 
38,1255848889,-36.027771,71.26811981,-160.1629639,-9.642106056,-2.050971508,2.101383924,4.500654221,-9.954986572,22.53554344, 
39,1255865556,-34.5727272,71.39518738,-158.7325287,-9.6283741,-2.301100969,1.96160686,5.935545444,-9.801222801,23.44325066, 
40,1255882223,-33.13428879,71.50991058,-157.348114,-9.556369781,-2.436258793,1.849617481,7.864506245,-9.291975975,22.69682884, 
41,1255898890,-31.78365707,71.61076355,-156.0760193,-9.431333542,-2.479624748,1.765345454,9.383047104,-8.282741547,20.8431263, 
42,1255915557,-30.54567528,71.70330811,-154.9376984,-9.254405022,-2.508145809,1.649252295,10.29077244,-7.011539936,18.88729286, 
43,1255932224,-29.48124123,71.79468536,-153.9828186,-9.15892601,-2.478940248,1.626651049,10.52812099,-5.047655106,16.24649811, 
44,1255948891,-28.60092163,71.88860321,-153.2048798,-9.090911865,-2.409852743,1.626876354,9.692860603,-3.125815392,13.75895596, 
45,1255965558,-27.9648056,71.98582458,-152.6511078,-9.108563423,-2.377356768,1.689242601,7.857384682,-0.897251785,10.46712971, 
46,1255982225,-27.56300926,72.08460236,-152.298584,-9.149327278,-2.278923035,1.825347424,5.529828548,0.95254308,7.393818855, 
47,1255998892,-27.445858,72.17799377,-152.1846008,-9.151376724,-2.220567226,1.913936615,2.145351887,2.670591593,3.542114973, 
48,1256015559,-27.55694008,72.26829529,-152.2534485,-9.226408958,-2.046863079,2.05485487,-1.173676252,3.987545252,0.718109608, 
49,1256032226,-27.87311554,72.3526535,-152.4616394,-9.211568832,-1.861409664,2.149399042,-5.433505535,4.834763527,-1.534982324, 
50,1256048893,-28.31002808,72.43267059,-152.7253876,-9.283227921,-1.660060406,2.319944859,-9.644439697,5.062294006,-2.343946934, 
51,1256065560,-28.85070992,72.50284576,-153.0328979,-9.2971735,-1.570350528,2.435545683,-13.3080349,4.979503155,-3.216060877, 
52,1256082227,-29.421381,72.56464386,-153.3360901,-9.296604156,-1.477792859,2.60724926,-15.59887886,4.545176506,-3.225819826, 
53,1256098894,-29.97825432,72.61405945,-153.6107178,-9.250766754,-1.497730613,2.720008373,-16.30639458,3.775514364,-3.105273962, 
54,1256115561,-30.47877312,72.65383148,-153.8569031,-9.245512009,-1.532763124,2.839811802,-14.66832638,3.129957199,-2.873657465, 
55,1256132228,-30.9032383,72.68140411,-154.0940399,-9.268593788,-1.614396214,2.883728027,-10.75097275,2.542900324,-3.029881001, 
56,1256148895,-31.21935081,72.6947937,-154.3162842,-9.261181831,-1.613652825,2.928193331,-5.097337246,1.816497803,-3.206607819, 
57,1256165562,-31.40403175,72.69416809,-154.4978485,-9.207645416,-1.49127233,2.925243378,0.31161052,0.831292212,-2.963479042, 
58,1256182229,-31.438097,72.68370056,-154.596344,-9.124627113,-1.355243325,2.916049957,4.593119621,-0.315945476,-2.012210608, 
59,1256198896,-31.34770393,72.66893005,-154.6106567,-9.119188309,-1.284361601,2.869709015,7.175545692,-1.22486341,-0.882805824, 
60,1256215563,-31.17024231,72.65319061,-154.5582428,-9.227641106,-1.263197899,2.825106144,8.561052322,-1.797294497,0.076140165, 
61,1256232230,-30.93907738,72.63051605,-154.4636536,-9.331486702,-1.27811873,2.82088089,9.375742912,-2.465914488,0.469474494, 
62,1256248897,-30.68809128,72.60142517,-154.3464966,-9.28958416,-1.245267153,2.796091557,9.420640945,-2.909283161,0.55423969, 
63,1256265564,-30.47948074,72.56864166,-154.2578583,-9.183558464,-1.254084826,2.732274294,8.364795685,-2.8012743,0.016616242, 
64,1256282231,-30.31241417,72.53718567,-154.1965485,-9.192109108,-1.180521369,2.694669962,7.408737183,-2.442004681,-0.38196224, 
65,1256298898,-30.18563271,72.50734711,-154.154129,-9.24239254,-1.113642097,2.64490366,6.137040615,-2.134882927,-0.672051728, 
66,1256315565,-30.11180496,72.47467041,-154.1305084,-9.231343269,-1.112011909,2.62864089,4.10533905,-2.075230837,-1.112820864, 
67,1256332232,-30.08481598,72.44297791,-154.1178589,-9.212422371,-1.079863667,2.604550838,1.888033628,-1.903843164,-1.282773614, 
68,1256348899,-30.08742332,72.41827393,-154.1039124,-9.211267471,-1.043241024,2.560447454,0.011801049,-1.536877036,-1.086810708, 
69,1256365566,-30.09876633,72.40513611,-154.0887756,-9.299034119,-1.107560277,2.502231121,-0.679440856,-0.948297381,-0.738286018, 
70,1256382233,-30.10222435,72.39842224,-154.0773773,-9.390885353,-1.21090579,2.502262354,-0.057782255,-0.588541508,-0.622350216, 
71,1256398900,-30.09753227,72.39513397,-154.0873413,-9.302830696,-1.290979981,2.453446627,1.721077323,-0.207193926,-0.897968411, 
72,1256415567,-30.08960724,72.40621948,-154.1413116,-9.246713638,-1.319894075,2.408802748,4.391343117,0.925444663,-1.158987641, 
73,1256432234,-30.11268234,72.4245224,-154.2698212,-9.324363708,-1.397663951,2.341113091,6.919559956,1.994262695,-2.147458792, 
74,1256448901,-30.17132187,72.44059753,-154.4753265,-9.443282127,-1.439763069,2.338146448,9.152079582,2.555002213,-3.404530764, 
75,1256465568,-30.29520226,72.4573288,-154.7835541,-9.490115166,-1.448429108,2.250044346,11.28996181,3.537275791,-5.024253845, 
76,1256482235,-30.49528503,72.48600006,-155.2036896,-9.634625435,-1.418675423,2.145313501,12.99171448,5.137009144,-6.348932266, 
77,1256498902,-30.80602074,72.52127075,-155.7487335,-9.786496162,-1.380609155,2.083408833,13.58581543,6.616221428,-8.072683334, 
78,1256515569,-31.23818398,72.56394958,-156.4048767,-9.916755676,-1.301302552,2.047048092,12.66843224,8.016546249,-9.501527786, 
79,1256532236,-31.79663849,72.62039185,-157.1556702,-10.01613617,-1.212618232,1.946704388,10.7240181,9.6512537,-10.4893074, 
80,1256548903,-32.4652977,72.69393158,-157.9865417,-9.995007515,-1.255111337,1.845424294,8.731513977,11.30584812,-11.03891945, 
81,1256565570,-33.19884491,72.79146576,-158.8792114,-9.786570549,-1.278197408,1.787450671,8.475886345,13.1489687,-11.02158165, 
82,1256582237,-33.98712921,72.92189789,-159.8157654,-9.520105362,-1.181063294,1.705340385,8.065353394,15.30067062,-10.40874577, 
83,1256598904,-34.86776352,73.08874512,-160.8171844,-9.389989853,-1.127860308,1.500899076,6.3422966,17.76057053,-9.801150322, 
84,1256615571,-35.84962082,73.2963562,-161.9099274,-9.472895622,-1.210685253,1.246808171,5.457058907,20.62117767,-9.223023415, 
85,1256632238,-36.92323303,73.53803253,-163.1170654,-9.515264511,-1.357436776,1.037452102,6.689470768,23.3687439,-9.040383339, 
86,1256648905,-38.11993408,73.79805756,-164.4768677,-9.39229393,-1.429234982,1.033370852,8.315950394,25.70884323,-9.727770805, 
87,1256665572,-39.49534225,74.070961,-166.0307922,-9.138472557,-1.306214452,0.982603431,8.625867844,28.15903664,-10.81438541, 
88,1256682239,-41.20139313,74.35248566,-167.8858032,-9.184446335,-1.072401047,0.761722744,6.462681293,31.67104149,-13.15064049, 
89,1256698906,-43.25941849,74.63008881,-170.0336609,-9.499026299,-0.873930871,0.715389013,2.111835003,34.54578781,-15.28577232, 
90,1256715573,-45.64520645,74.87062836,-172.4055939,-9.590433121,-0.795504391,0.936178386,-4.424554348,35.49085236,-17.63266182, 
91,1256732240,-48.18209839,75.08086395,-174.856308,-9.454922676,-0.755088687,1.32378757,-8.726270676,35.39120102,-17.91464806, 
92,1256748907,-50.75721359,75.27112579,-177.3562927,-9.217079163,-0.711274385,1.62642324,-7.956913471,35.53979492,-17.42640686, 
93,1256765574,-53.32333374,75.45581818,-179.9055481,-9.046947479,-0.499890208,1.79616642,-4.452177525,36.26833725,-16.27261925, 
94,1256782241,-55.91822815,75.6322937,177.5075531,-9.026164055,-0.160847843,2.110927105,-3.879103422,36.76162338,-15.11333084, 
95,1256798908,-58.28824234,75.79415894,175.1831512,-9.151039124,0.07858634,2.966527939,-5.545469284,33.30166245,-11.96565533, 
96,1256815575,-60.17331696,75.93896484,173.3343353,-9.111748695,0.228338048,3.69084096,-5.310250759,26.73942375,-7.798120975, 
97,1256832242,-61.52534103,76.07924652,172.033493,-8.826469421,0.613578975,4.165984154,-5.220797539,19.81920433,-3.398694754, 
98,1256848909,-62.30535507,76.21031189,171.4253998,-8.742866516,1.406816244,4.821878433,-11.28285122,10.90829849,1.093759179, 
99,1256865576,-62.58016968,76.3336792,171.6429291,-9.101665497,2.331378937,5.717717648,-29.16759872,0.487110198,6.029599667, 
100,1256882243,-62.2269783,76.44512939,172.9699097,-10.00885296,2.924241066,6.67016077,-56.3140831,-13.30958557,12.34028053, 
101,1256898910,-60.91008377,76.5100708,175.7091675,-11.27161884,2.984164238,7.494795322,-81.05757141,-31.27372169,19.11910248, 
102,1256915577,-58.42181015,76.50602722,179.9122925,-12.12207222,2.697124004,7.905621529,-96.37000275,-49.70008469,26.56754494, 
103,1256932244,-54.58372879,76.42253876,-174.4263153,-12.15124798,2.448981762,7.965778351,-100.5901337,-67.2868042,36.47174835, 
104,1256948911,-49.38560867,76.23487091,-167.3683167,-11.8398962,2.478872776,7.777820587,-100.4101105,-83.43314362,49.30172729, 
105,1256965578,-42.63008118,75.89704132,-158.749649,-11.97962475,2.894281626,7.637276649,-99.15890503,-101.0158691,68.48545074, 
106,1256982245,-34.32957077,75.24471283,-148.6394958,-12.74009228,2.444658518,7.776683807,-92.99585724,-121.5341873,90.54307556, 
107,1256998912,-25.21397972,74.12285614,-137.9271545,-13.61074162,1.989155412,7.234151363,-77.15181732,-138.9859772,110.5524597, 
108,1257015579,-16.17558289,72.44202423,-127.5698471,-14.30986023,1.904089451,6.251630783,-57.49528885,-153.2891083,128.286087, 
109,1257032246,-7.88294363,70.23715973,-118.3018112,-14.99091434,1.640040755,5.326798916,-33.90832138,-161.9389038,143.1697235, 
110,1257048913,-0.580315709,67.61579895,-110.2569885,-15.66629887,1.961890459,4.649232864,-14.00219059,-164.9450378,157.1961975, 
111,1257065580,5.892470837,64.65583038,-103.1512451,-16.24422073,2.987075329,4.106440067,-3.294892311,-164.8486938,176.1981201, 
112,1257082247,11.67491436,61.39386749,-96.68861389,-16.48121071,3.898440838,3.412699223,-0.422029048,-162.2246246,199.3146973, 
113,1257098914,16.74858284,57.8495636,-90.7337265,-16.68012619,4.246371746,2.813345432,-5.650905132,-157.7703705,222.9148407, 
114,1257115581,21.16573715,53.98852921,-85.15410614,-17.25206566,4.538367271,2.764909029,-14.12554646,-154.5137482,248.2428131, 
115,1257132248,25.0224247,49.79179382,-79.8766098,-17.7339077,4.679570675,2.568261623,-19.67298508,-151.7548218,274.187439, 
116,1257148915,28.44399261,45.27026367,-74.92139435,-17.4090538,4.009967804,2.480795622,-16.00188255,-149.2627258,297.1601563, 
117,1257165582,31.64863396,40.51477051,-70.30981445,-16.62668419,3.473418951,2.308211803,1.933029413,-143.2836914,314.4752197, 
118,1257182249,34.77202225,35.60266876,-66.05409241,-15.68228912,2.961129189,2.226223946,27.94772339,-134.8117828,326.1605225, 
119,1257198916,37.7201767,30.61978912,-62.20616531,-14.15900993,2.704989195,2.319188118,48.72288132,-125.6680679,329.7122803, 
120,1257215583,40.39863968,25.63816071,-58.73158264,-12.51551151,3.024226189,2.206589222,60.38755417,-115.6184387,328.5742188, 
121,1257232250,42.63152313,20.76691818,-55.59051514,-10.86978054,3.430058002,2.100470781,57.69018173,-103.8265305,321.3793945, 
122,1257248917,44.26836777,16.09475708,-52.7377739,-9.25741291,3.687531948,1.866616726,42.04341888,-91.95919037,309.075531, 
123,1257265584,45.34508514,11.67779446,-50.11599731,-7.816748619,3.584115028,1.844449639,24.75288391,-80.78912354,293.9168396, 
124,1257282251,45.91613388,7.549988747,-47.71736145,-6.315975189,2.880537987,2.316669703,8.085079193,-72.3266983,275.4499207, 
125,1257298918,46.06108856,3.745718002,-45.51756287,-5.038196564,2.469781876,2.670043468,-6.42897892,-64.82536316,254.9241028, 
126,1257315585,45.84014511,0.310194522,-43.41939545,-3.826206446,2.434433222,2.380149126,-19.8080864,-53.67490005,235.3941956, 
127,1257332252,45.28845215,-2.751748323,-41.4013443,-2.766310692,1.84497726,2.666324854,-32.59347534,-43.01768112,215.901825, 
128,1257348919,44.6108551,-5.42675209,-39.5322113,-1.927027822,0.807476997,3.512421608,-34.66921234,-35.42528915,192.6772003, 
129,1257365586,44.12879944,-7.764122009,-37.81846237,-1.373701453,0.456469208,4.270155907,-18.98447227,-29.69979095,171.3047485, 
130,1257382253,44.06279373,-9.710665703,-36.17214584,-0.69169718,0.510859787,4.086885452,9.356167793,-16.82139206,151.6807556, 
131,1257398920,44.42488861,-11.25106812,-34.60076523,-0.214320317,0.778778851,4.574792862,37.35387421,-2.397973537,131.2346649, 
132,1257415587,45.17629242,-12.42747784,-33.14621735,0.340571463,1.812144041,4.793260098,61.64261627,9.249866486,110.7022018, 
133,1257432254,46.20843887,-13.31356144,-31.78516769,0.535018623,2.388042688,5.260408878,78.90813446,19.00783157,94.02461243, 
134,1257448921,47.59372711,-13.9783802,-30.5653019,0.352377385,2.970512629,6.108323574,99.30823517,23.87914848,78.11062622, 
135,1257465588,49.22509766,-14.48889732,-29.46617126,0.11990194,4.663901806,6.429268837,113.1716232,26.68027687,65.76669312, 
136,1257482255,50.67864227,-14.88321495,-28.53107452,0.28304565,5.997964382,6.276844025,100.620697,25.51161575,53.53601074, 
137,1257498922,51.67169952,-15.20592594,-27.79918098,0.572697878,6.953451157,6.012260437,70.23085785,20.06480217,42.26934433, 
138,1257515589,52.29222107,-15.4840889,-27.21567345,1.129484057,6.999148369,5.44896841,45.77532578,15.46029854,34.63180923, 
139,1257532256,52.82992554,-15.70083427,-26.75324249,1.522425175,6.547973633,5.168566704,39.01042938,12.44545746,27.32474327, 
140,1257548923,53.4521637,-15.83108425,-26.33583069,1.740535855,6.468835831,4.712236404,43.44858932,13.73477745,21.49869728, 
141,1257565590,53.89416122,-15.82659721,-25.97776031,1.314269304,7.134486198,4.216224194,31.69636154,15.96385956,12.83670139, 
142,1257582257,53.24995041,-15.58099651,-25.80016136,0.778088331,7.118797779,3.309422255,-36.48075485,16.13801384,-4.905519009, 
143,1257598924,52.02890396,-15.22010136,-25.59594917,0.600895941,5.632213593,2.285649061,-70.787117,21.61056519,-9.119344711, 
144,1257615591,50.48490143,-14.46205616,-25.3986702,0.862242937,4.186554432,2.744572163,-90.45056152,36.41068649,-27.35461044, 
145,1257632258,48.85765076,-13.4452219,-25.2819519,1.478359222,3.750647783,4.435661793,-96.79814911,43.63070679,-41.16914368, 
146,1257648925,48.13180542,-12.49656582,-25.18654442,2.9117136,2.716748714,7.472382545,-43.05622864,40.83516693,-38.03742218, 
147,1257665592,48.65337753,-11.46131325,-25.11339378,4.08686924,4.50604248,9.038537025,31.62034798,43.44211578,-42.82885361, 
148,1257682259,49.93267059,-10.56161976,-25.00300598,3.451926231,8.315698624,10.25467682,77.63549805,39.2248764,-36.06660461, 
149,1257698926,51.29735565,-9.983240128,-24.8944149,3.955876112,10.61912727,10.94192123,82.78027344,26.13720512,-22.20725441, 
150,1257715593,52.28702164,-9.723618507,-24.91596603,5.003902912,11.57476521,11.615201,58.98748779,7.870872974,-12.5581913, 
151,1257732260,52.65535736,-9.781917572,-25.11487961,5.319524765,11.3259201,11.93907642,20.01385307,-12.13095951,-4.057424545, 
152,1257748927,52.40304947,-10.1014185,-25.47014427,4.782075882,10.71919727,11.65677071,-18.75333214,-28.90797615,2.610072613, 
153,1257765594,51.63333511,-10.56890106,-25.93299103,4.13823843,10.02667618,11.00893402,-50.96254349,-39.30835342,5.316954136, 
154,1257782261,50.41396332,-11.10023403,-26.43704414,3.592673779,9.356549263,10.12747669,-78.52159119,-43.60780334,6.007565975, 
155,1257798928,48.94810867,-11.65646458,-26.96694946,3.08611393,7.69449091,9.820599556,-93.80764008,-45.78850174,5.100862503, 
156,1257815595,47.71381378,-12.1522646,-27.53835869,2.766205549,5.627513409,9.615446091,-80.60127258,-45.23635864,-0.331022114, 
157,1257832262,46.90721893,-12.49948502,-28.22212601,2.390322447,4.50349617,9.112312317,-56.47753143,-43.94860458,-12.1863842, 
158,1257848929,46.55916595,-12.64809322,-29.12244225,2.222190142,2.928696156,8.009076118,-31.81212234,-44.82512665,-30.03412437, 
159,1257865596,46.69531631,-12.44606781,-30.27893257,1.901154041,1.924881697,6.809789181,-5.920047283,-41.179039,-55.79375458, 
160,1257882263,47.08259583,-11.92791939,-31.73698044,1.072847009,1.644634604,6.239146709,5.893939018,-41.38147354,-81.67658997, 
161,1257898930,47.71641922,-11.11273575,-33.55111313,0.639866173,0.397314191,5.840166569,17.53960991,-45.54572678,-108.7752609, 
162,1257915597,48.8148613,-9.953377724,-35.71283722,0.342339635,-0.554685473,5.603196621,43.5858345,-48.92821884,-137.4107513, 
163,1257932264,50.34856033,-8.39662838,-38.18994904,0.019510638,-0.201061562,4.869499683,69.86090851,-51.1321106,-166.8968658, 
164,1257948931,52.14742279,-6.422019482,-40.89786911,-0.720336795,0.517316282,3.806783199,88.62831116,-51.37879944,-193.923233, 
165,1257965598,54.10557556,-4.046002388,-43.81212997,-1.349178314,0.929704905,3.590927839,103.2372208,-53.54872513,-219.1834717, 
166,1257982265,56.32705688,-1.241026282,-46.85518265,-2.311928272,2.122007608,3.944600821,126.5966034,-53.49477386,-242.8843384, 
167,1257998932,58.64556122,1.860630035,-49.96493912,-3.991811752,5.891011715,4.0046134,141.867569,-56.92704391,-257.7339478, 
168,1258015599,60.66763306,4.82005024,-52.93774796,-6.572732925,13.78065109,2.76936388,133.4509735,-63.53010559,-243.536377, 
169,1258032266,61.88279343,6.8024683,-55.72070694,-10.19530296,20.11530304,5.831147194,91.39209747,-88.11344147,-184.220932, 
170,1258048933,62.48268127,7.325070381,-58.36062622,-12.77806759,22.15720367,9.378171921,56.9282608,-124.1265488,-100.7920609, 
171,1258065600,63.14886856,6.568187237,-60.77711487,-10.9933157,21.49159622,6.826515198,58.97580719,-148.6656189,-24.60205841, 
172,1258082267,64.68951416,4.800792217,-62.60253525,-6.747612953,22.13365173,4.450618267,104.7127762,-144.5765991,48.44857407, 
173,1258098934,66.85337067,2.03065443,-63.85137558,-2.532170057,22.50335884,3.695521355,135.568573,-136.6172485,122.1516266, 
174,1258115601,69.03187561,-1.460015535,-64.72797394,0.301210463,22.1674118,2.784191847,132.052063,-127.6695251,175.6267853, 
175,1258132268,70.82468414,-5.677677155,-65.42222595,0.364425987,20.57299042,2.082311153,105.8434525,-126.2148056,224.5956726, 
176,1258148935,72.24785614,-10.51701832,-65.99948883,-0.46446529,17.46596718,1.518065572,81.20333099,-124.8561325,265.7206726, 
177,1258165602,73.39756012,-15.75960445,-66.49008179,-0.612456501,15.31585693,0.901867211,62.86627579,-120.7229233,293.3372803, 
178,1258182269,74.18066406,-21.40100098,-66.90109253,-1.193249702,14.97374439,0.566720009,39.62042618,-117.4484406,319.9572144, 
179,1258198936,74.37031555,-27.32025719,-67.3571701,-1.317095757,12.27595997,0.311258912,0.541466355,-120.8475189,336.8356323, 
180,1258215603,74.07197571,-33.34412766,-67.8053894,-0.439615458,9.128778458,0.036591236,-31.04459953,-121.3312759,343.5168762, 
181,1258232270,73.60881805,-39.29049301,-68.24666595,0.950095654,5.433727264,0.615409672,-43.05237579,-120.6056824,338.9741211, 
182,1258248937,73.45336151,-45.16101837,-68.62962341,1.29787004,4.836176872,0.933515072,-24.36721992,-117.0719452,335.2634888, 
183,1258265604,73.4920578,-51.02774811,-68.92517853,0.746124268,5.209281445,0.442584187,-10.4737072,-112.4618225,336.4758606, 
184,1258282271,73.36930847,-56.80376053,-69.16147614,0.547855616,3.103438139,0.058105573,-18.41384125,-107.8882141,332.2986145, 
185,1258298938,73.13523865,-62.22760773,-69.40003967,0.978908658,0.259130269,-0.181711644,-25.97958946,-101.8465424,312.1118164, 
186,1258315605,72.97569275,-67.34909821,-69.56999207,1.213837385,-0.43024376,-0.110595725,-18.42260933,-94.85850525,295.1957397, 
187,1258332272,72.90021515,-72.28172302,-69.56757355,0.87496078,0.239371747,-0.054211631,-4.039284706,-87.93656158,285.3722534, 
188,1258348939,72.76662445,-76.8666687,-69.49571991,1.474219322,-0.623714149,-0.298546255,-3.523389578,-81.26036835,265.5644836, 
189,1258365606,71.95953369,-80.98962402,-68.75047302,2.034837484,-1.400728822,-1.027192235,-4.210612297,-67.91257477,240.6438446, 
190,1258382273,68.38574982,-84.72232819,-65.08410645,2.120800734,-1.997798324,-2.283347845,4.21993351,-51.27899933,222.0302277, 
191,1258398940,49.91307831,-87.98899841,-46.17172241,2.121203184,-1.5082829,-2.743175745,24.76587677,-38.44645691,204.818985, 
192,1258415607,-63.99414825,-88.2246933,68.30902863,3.756723881,-0.463786244,-1.840871453,32.84291077,-31.82756805,190.5888214, 
193,1258432274,-83.96836853,-85.5249939,88.68465424,7.312883854,-1.175432444,-1.792061448,22.7307682,-20.46527481,173.3588715, 
194,1258448941,-85.57450867,-82.94706726,90.57635498,9.094735146,-3.955530882,-0.60975945,16.65228844,2.112541437,156.8052521, 
195,1258465608,-86.0467453,-80.95760345,90.85529327,11.13218784,-7.116867065,1.841682673,-11.70727921,5.818964481,120.8028259, 
196,1258482275,-87.78869629,-79.74640656,91.82762909,13.1499424,-10.29019547,3.786139488,-46.9445343,-6.429733276,74.39601898, 
197,1258498942,-89.94223022,-79.09512329,93.18410492,12.80935764,-13.24950695,4.222474575,-49.13345718,-14.79131985,40.30820465, 
198,1258515609,-92.80523682,-79.27483368,95.62771606,12.00333786,-11.6249876,3.949050188,-27.66552353,-27.8885479,-10.97579193, 
199,1258532276,-96.43507385,-79.86273193,99.22097778,12.76094532,-7.878741741,2.807575226,-5.627755642,-36.72955322,-38.2259903, 
200,1258548943,-100.0046768,-80.46294403,103.0930023,12.90112495,-4.116028309,0.99754411,14.87593555,-34.8284111,-41.45467377, 
201,1258565610,-103.1470871,-80.98594666,106.4487534,12.24854755,-0.275932699,-1.147962809,10.32254124,-26.20205498,-37.4747467, 
202,1258582277,-105.6964264,-81.27469635,108.907692,11.63295555,1.411067963,-2.390803337,-7.033679485,-18.40821266,-22.59727097, 
203,1258598944,-107.3430481,-81.32300568,110.2071686,11.61133003,1.294436455,-2.911282778,-21.57350731,-11.1368885,-6.169268131, 
