PacketCounter,Gyr_X,Gyr_Y,Gyr_Z,Unnamed: 11
128,99.27136993,-358.9528503,-244.39308169999998, 
129,72.40439606,-356.3228455,-228.68551639999998, 
130,45.63732147,-349.33700560000005,-215.66088870000002, 
131,-1.772568226,-340.0481262,-211.38446040000002, 
132,-40.48151398,-332.6558838,-210.1870728, 
133,-36.59012222,-306.7706604,-202.9040985, 
134,-23.20803833,-264.7021179,-189.3813782, 
135,-8.462765694,-226.33021549999998,-191.4152679, 
136,-7.668974876,-204.98951719999997,-195.53686519999997, 
137,-26.19804001,-171.1162262,-191.6869354, 
138,-33.34181976,-131.1296234,-173.9760437, 
139,-31.19617271,-88.57585907,-164.62034609999998, 
140,-19.83337212,-56.868484499999994,-151.39833069999997, 
141,-15.85226154,-42.17063522,-127.54267879999999, 
142,-21.1940918,-25.44530296,-101.3873672, 
143,-15.65690041,-13.26549816,-73.28417206, 
144,-11.15756702,-10.85723019,-44.30875778, 
145,-22.16644096,-14.09534073,-14.61750793, 
146,-36.11207962,-28.25276566,7.5822572710000005, 
147,-56.05933762,-37.77656174,35.17278671, 
148,-31.66807365,-37.00180435,58.63413620000001, 
149,13.34757328,-19.08827591,69.27360535, 
150,37.88023758,-1.2143623829999999,67.76970673, 
151,18.86979294,5.532087803,57.26047134, 
152,-1.557621598,8.565747261,43.77056885, 
153,0.209083915,16.50126266,33.63037872, 
154,17.62374687,23.91230392,37.49383163, 
155,35.43614578,32.0550499,56.66778183, 
156,44.71107864,43.95116043,84.67115021, 
157,49.37700653,59.64289856,121.2452469, 
158,45.40429688,75.16607666,157.4245758, 
159,34.59344864,92.88137817,192.07470700000002, 
160,16.96158791,113.15644070000002,222.2034454, 
161,1.185719371,125.2448959,252.22790530000003, 
162,-8.691756247999999,128.6868591,274.276062, 
163,-18.69696617,133.6021576,291.22125239999997, 
164,-38.30579758,141.05145259999998,310.04235839999996, 
165,-75.88096619,141.8789063,323.2565613, 
166,-129.9781036,131.40171809999998,334.57617189999996, 
167,-202.4556427,130.4327545,357.3304443, 
168,-235.4386139,130.4142761,390.79553219999997, 
169,-196.7274475,121.8387222,401.0709839, 
170,-126.5632706,111.3255692,402.4932251, 
171,-64.68626404,105.8537445,403.9456787, 
172,1.773982525,124.1884689,406.38790889999996, 
173,36.43848038,146.8602295,421.209137, 
174,13.75470734,166.9420929,417.5402222, 
175,-11.11161423,204.75535580000002,370.4877014, 
176,14.0167408,245.84571839999998,322.1959839, 
177,46.6078186,283.8093262,292.0674744, 
178,59.601043700000005,324.5744019,245.0254517, 
179,78.07157135,360.7487793,170.6519012, 
180,114.2672501,373.03619380000004,93.71159363, 
181,150.3778381,345.4516602,44.77418137, 
182,106.16173549999999,322.1418762,-17.52421379, 
183,92.03268433,307.6147461,-94.62914276, 
184,71.61885071,283.1670227,-153.9471283, 
185,37.60937119,241.53355409999998,-185.93624880000002, 
186,-2.1432151790000002,193.4370728,-191.3768005, 
187,-33.53667831,151.178299,-184.77946469999998, 
188,-56.46197128,116.16112520000001,-180.0684204, 
189,-67.31453705,89.69588470000001,-178.790451, 
190,-63.97483826,69.87790679999999,-167.5254059, 
191,-53.77871323,52.96530151,-142.9076691, 
192,-47.98751068,33.92063904,-111.09302520000001, 
193,-47.28111267,19.22834396,-89.34347534, 
194,-70.80220032,11.65179348,-24.26602745, 
195,-79.2427063,10.99181843,19.39837646, 
196,53.74175644,12.63245583,25.37172318, 
197,107.0715027,9.473539352000001,32.23968124, 
198,98.17209625,6.963340282000001,33.36681366, 
199,47.81701279,-3.795568228,35.95302963, 
200,-25.41755486,-11.29291534,36.69782257, 
201,-58.06823349,-11.98702526,12.47360229, 
202,-40.9878273,-9.410762787000001,-16.34794807, 
203,-4.701173306,-7.47371769,-26.42596436, 
204,30.4921608,-0.6575571889999999,-10.95500088, 
205,50.41630173,-4.288026333,-1.1276987790000002, 
206,45.78224945,-8.15152359,-10.45868301, 
207,33.05353546,-8.37557888,-6.0539708139999995, 
208,13.79240608,-9.358376502999999,-0.123389304, 
209,1.7769391540000001,-8.56440258,2.056706667, 
210,-7.24815321,-7.576035022999999,0.6104213000000001, 
211,-3.664870262,-6.737819195,-1.7218012809999999, 
212,10.56658268,-7.4738926889999995,-2.489684105, 
213,25.83354568,-9.698147774,-3.864147902, 
214,41.23921967,-10.48854637,-5.6587147710000005, 
215,63.72015381,-11.82457447,-5.76252079, 
216,92.56288147,-13.84783077,-3.323900938, 
217,124.61986540000001,-16.64818764,2.861014843, 
218,156.0863495,-15.42730713,18.35073662, 
219,181.3519135,-10.75731468,35.62326431, 
220,215.9058075,-3.4079020019999997,52.6865654, 
221,251.5240173,6.876871109,71.87762451, 
222,271.37677,22.93025208,91.55779266, 
223,275.9973145,39.23666,106.47367859999999, 
224,255.54216,55.04961395,118.32884979999999, 
225,221.2487335,68.13632202,129.9134827, 
226,178.7144012,76.93440247,147.9169312, 
227,128.3530121,88.42453766,165.2681122, 
228,54.14776611,96.13207245,174.6080017, 
229,-50.28794098,95.13839722,184.1921387, 
230,-150.3387604,86.64177704,193.0131073, 
231,-214.11901859999998,75.82414246,191.9647522, 
232,-226.5810852,78.26255798,178.5092316, 
233,-183.35952759999998,86.69494629,166.2276306, 
234,-124.36864469999999,89.94824982,164.5615387, 
235,-79.77261353,95.50241089,161.82359309999998, 
236,-66.07093048,97.87236023,154.2280121, 
237,-70.65914154,99.61698914,151.5163727, 
238,-77.25663757,100.51976009999998,154.35552980000003, 
239,-77.36230469,100.17148590000001,159.3682709, 
240,-81.96990204,94.25626373,165.2695313, 
241,-90.44412231,86.42086029,174.7821198, 
242,-93.98342133,78.85253143,184.4662628, 
243,-94.40758514,75.04473114,189.870575, 
244,-94.93160248,70.75148773,191.0042267, 
245,-95.97931671,62.80529785,186.3428345, 
246,-101.4733658,52.36771393,178.6456909, 
247,-119.98578640000001,46.47909546,166.03102109999998, 
248,-154.4881897,41.84765244,144.17837519999998, 
249,-196.1069794,35.99103928,115.7296753, 
250,-222.3374786,28.00552559,85.72555542, 
251,-213.5970001,20.82721329,56.39211273, 
252,-161.469696,20.51139832,29.16497231, 
253,-76.95927429,26.59249878,6.938374519, 
254,12.91511917,35.62703323,-8.149486542, 
255,82.52498627,40.18854904,-17.80582619, 
256,120.13585659999998,38.47126389,-18.83474159, 
257,125.3631897,31.18933105,-15.18864059, 
258,104.46081540000002,21.66029358,-10.02113628, 
259,66.08189392,8.549308777,-9.131834984, 
260,23.19597054,-7.31081152,-12.76747131, 
261,-13.891469,-20.42891312,-16.77978325, 
262,-35.18777084,-30.18681335,-16.23587799, 
263,-36.71658325,-37.93797684,-16.83097458, 
264,-20.88753891,-42.64951706,-19.75942802, 
265,2.140933275,-44.56163406,-22.41510582, 
266,23.57246399,-46.53522873,-27.27667427, 
267,31.46919823,-53.66698837,-35.34580612, 
268,16.48419762,-63.26106262,-39.84920883, 
269,-7.45873642,-68.93549347,-41.27196121, 
270,-19.60459518,-71.01042938,-40.44804764, 
271,-13.63661194,-75.91407013,-41.17591858, 
272,1.4008944030000001,-79.44741058,-42.05260086, 
273,12.25912762,-78.68736267,-42.79507828, 
274,12.1251564,-76.80760956,-42.54570389, 
275,5.496362209,-72.66919708,-39.67184448, 
276,9.994840622,-73.81188202,-36.29061508, 
277,33.62029648,-73.53415679999999,-35.46666718, 
278,54.62945938,-70.82569122,-37.69036865, 
279,51.58800125,-70.53221893,-37.86359024, 
280,28.22912216,-75.0239563,-36.94031906, 
281,14.923950199999998,-81.93696594,-38.24458313, 
282,23.34895325,-80.13458252,-41.2429657, 
283,34.82834244,-76.98023224,-41.68255997, 
284,36.51379395,-77.25094604,-41.73802185, 
285,37.75322342,-76.51377869,-43.56141281, 
286,48.82303238,-73.69793701,-42.65090942, 
287,64.10920715,-61.3483429,-41.51862717, 
288,76.69685364,-52.84259415,-38.76035309, 
289,81.55899048,-44.06356049,-35.37831116, 
290,78.8937912,-34.97144318,-32.40935516, 
291,70.72550201,-27.19288063,-27.83721924, 
292,58.78233719,-18.25637245,-21.84074402, 
293,49.96784592,-8.779998779,-16.32685661, 
294,44.63731384,-1.448505044,-11.24138927, 
295,36.08415985,4.760616778999999,-7.058298111, 
296,26.48096657,8.887566566,-4.8947095869999995, 
297,20.69288826,12.63939285,-2.706633806, 
298,16.54273605,16.18478584,2.133567572, 
299,9.753177642999999,17.16665649,6.815716742999999, 
300,2.3431413169999997,15.49656582,6.6061353679999995, 
301,-5.43730545,14.42998886,3.944167137, 
302,-8.292779922000001,14.68408203,2.674877882, 
303,-6.528830051,13.94342518,2.594991446, 
304,-4.263397217,13.35552216,2.225975752, 
305,-2.6642920969999997,9.855106354,2.239652395, 
306,2.026528358,6.4447965620000005,1.223249912, 
307,6.721055031000001,4.996116638,1.9045225380000002, 
308,4.275437832,4.683589458,2.38794899, 
309,-1.967586756,3.051458597,2.2383704190000002, 
310,-5.833120823,1.1504074340000001,2.3568811419999998, 
311,-4.854343414,0.642930031,3.140168428, 
312,-3.205090523,1.32435596,4.200470448, 
313,-3.3803448680000003,0.34706485299999995,3.7314624789999997, 
314,-4.42986393,-1.509465456,2.089906693, 
315,-0.142707527,-0.965822816,0.577335835, 
316,9.068741798,0.949731827,-0.256325543, 
317,19.5320797,3.921232939,0.341981262, 
318,25.06848717,3.870933294,-0.588536382, 
319,18.31720352,9.33372879,-0.44096803700000003, 
320,3.005650282,1.68103826,2.326209307, 
321,-5.451836586000001,-5.156214714,-1.1325104240000001, 
322,-8.625060081,-3.781235933,-3.165109634, 
323,-18.69614983,-4.194283962,-4.560111046, 
324,-33.91459274,-11.12611103,-6.475438595, 
325,-42.79512405,-16.62797546,-11.0828743, 
326,-43.79299927,-18.64844131,-14.54923534, 
327,-47.45903397,-18.71142387,-16.46456528, 
328,-53.81412888,-15.80392742,-19.46635818, 
329,-52.13637543,-9.740068436,-23.5592804, 
330,-36.111400599999996,1.3903961180000002,-29.464754100000004, 
331,-10.28978539,19.20662117,-33.52213287, 
332,8.148906708,35.75632477,-34.05241013, 
333,22.20181274,51.75760269,-34.41156387, 
334,36.69557953,68.66348267,-33.5757103, 
335,49.44906235,84.44620514,-30.02466774, 
336,57.51049423,98.25998688,-28.397710800000002, 
337,58.68815613,112.7284317,-26.2713604, 
338,51.83066177,124.3083344,-23.9812603, 
339,40.85464096,135.0087585,-21.15244865, 
340,29.81163406,143.22515869999998,-17.69627762, 
341,18.88357162,147.306015,-13.75938225, 
342,8.36534214,145.7903595,-8.861798286, 
343,-2.5221400259999998,136.8065796,-0.190410942, 
344,-18.57525063,122.97383119999999,9.330872536000001, 
345,-41.70802307,109.09471129999999,17.33617973, 
346,-69.26806641,99.06447601,24.02751923, 
347,-92.83763885,94.62480927,32.50710678, 
348,-104.22229770000001,95.60350037,44.88806915, 
349,-97.58451843,94.53356171,57.50860977, 
350,-68.88108063,86.37361908,63.47385788, 
351,-27.64413452,76.51747894,59.16273879999999, 
352,0.944848061,62.74377823,49.2181282, 
353,-5.443230628999999,32.32321167,48.00458527, 
354,-28.47734451,10.71520901,45.09841156, 
355,-35.9002037,-2.274713039,28.71159172, 
356,-23.61267281,-10.90444374,15.31799221, 
357,-17.63261032,-25.76924133,6.65353775, 
358,-28.61717606,-42.64014053,-1.024306178, 
359,-42.56135178,-60.60032272,-7.343707561, 
360,-40.74118423,-74.5806427,-4.022596359, 
361,-38.39768982,-86.84272766,-3.3027279380000003, 
362,-40.847824100000004,-103.26812740000001,-11.61412239, 
363,-40.64121246,-121.66476440000001,-23.18216705, 
364,-37.059021,-138.690979,-33.9475708, 
365,-34.09205246,-148.84114069999998,-40.11717987, 
366,-29.25059891,-151.9381866,-43.42844772, 
367,-5.530435085,-154.19181819999997,-46.56632614, 
368,30.84210205,-157.282547,-48.70738602, 
369,49.41210175,-156.92245480000003,-50.97040939, 
370,48.07811356,-156.44949340000002,-51.80052567, 
371,41.57204056,-151.329483,-52.38074875, 
372,44.35805893,-139.40043640000002,-54.27940369, 
373,60.21529770000001,-126.2756271,-51.08898163, 
374,78.64733124,-111.0303574,-46.41833496, 
375,83.81658936,-97.63531494,-40.57542801, 
376,76.00218201,-82.05084991,-33.27028656, 
377,69.72961426,-63.99021149,-25.27683258, 
378,70.64980316,-48.47871399,-16.91654587, 
379,67.88833618,-33.55086136,-11.48932076, 
380,56.45119476,-19.85742569,-6.725461482999999, 
381,45.21968842,-9.065675735,-1.404988766, 
382,40.304142,0.439990252,0.987977028, 
383,35.40570831,4.697954178,2.458574295, 
384,25.39802551,6.895250797,2.8500475880000002, 
385,16.67212105,8.562232971,2.608848572, 
386,10.61018085,8.325219154,1.346895814, 
387,11.34585857,9.093360901,2.01860261, 
388,13.94975281,8.620463371,3.016103268, 
389,13.10856533,7.854346275,3.349017143, 
390,10.06141567,7.60688591,1.3818570380000001, 
391,10.10517693,9.623440742,0.281342924, 
392,11.28532314,11.16236877,0.128601477, 
393,10.01011658,11.83138657,0.369296998, 
394,9.1068964,11.36619377,0.580358565, 
395,6.069457054,9.169593811,0.6629593970000001, 
396,3.669852495,7.9358534810000005,2.440557957, 
397,5.962970257,5.791686058,4.234958649, 
398,4.786758900000001,5.785488129,5.583634377, 
399,-8.735219955,2.8692379,5.2244672780000005, 
400,-23.31653595,-4.813910007,-0.109782651, 
401,-20.50257874,-4.40191412,-3.2767081260000004, 
402,-13.02726173,-3.750079632,-3.135976315, 
403,-16.389171599999997,-10.88278008,-4.867872715, 
404,-27.3024826,-16.61427307,-9.451397896, 
