PacketCounter,Acc_X,Acc_Y,Acc_Z,Unnamed: 11
174,-2.40777421,-10.1915102,-6.707568645, 
175,-2.005819321,-18.08703232,-7.093292712999999, 
176,-0.996191025,-21.76704788,-6.052257061000001, 
177,-0.509709895,-21.14811516,-5.118999004, 
178,-0.428009838,-22.45731544,-3.92788744, 
179,-1.799993873,-24.3878479,-0.80347079, 
180,-4.052169323,-23.42381668,5.202086448999999, 
181,-6.734207153,-18.02762604,11.80497074, 
182,-5.537447929,-19.665594100000003,9.305019378999999, 
183,-6.995354176,-20.89255905,8.527373314, 
184,-9.682868958,-18.98663521,8.544598579, 
185,-10.58434391,-15.54039288,10.87689495, 
186,-9.037489891,-12.12138939,12.10599804, 
187,-7.571282864,-9.591795921000001,11.40861988, 
188,-6.739830971,-8.528974533,10.47269917, 
189,-5.831003189,-8.142252922,9.332649231, 
190,-5.516418457,-6.852977276,7.910845757000001, 
191,-5.156810284,-4.48967123,7.082639694, 
192,-3.7886362080000002,-3.289145708,6.144734859, 
193,-1.7877935169999999,-2.6119005680000003,4.7296571730000005, 
194,-3.3041155339999997,4.931549072,2.2974140640000003, 
195,-3.2617955210000003,-2.1321737769999998,4.729601383, 
196,-2.009951353,-5.423000336,5.421844006000001, 
197,-1.457138658,-7.535041809,2.28026104, 
198,-0.07883024200000001,-11.18518543,2.4445168969999997, 
199,0.884138823,-11.76152039,2.983673573, 
200,2.18010354,-12.51618958,2.784996033, 
201,3.161255836,-14.67836857,3.073916674, 
202,3.53619957,-14.47518349,3.836574554, 
203,3.165127993,-11.932127000000001,4.159289837, 
204,1.325077534,-7.490768909,4.476509571, 
205,-0.230120987,-7.393111706,5.22627449, 
206,-0.864346445,-8.280341148,4.1688699719999995, 
207,-1.040457606,-8.200883865,3.229179859, 
208,-0.443166196,-8.601763725,2.673802853, 
209,0.16575816300000001,-8.839030266,2.257691622, 
210,0.19767651,-9.00039196,2.088076115, 
211,0.07167433200000001,-9.241147995,2.452199936, 
212,-0.131260544,-9.179958344,3.1776385310000004, 
213,-0.434388638,-9.273191452,3.606997967, 
214,-0.841659367,-9.720453262000001,4.0451388360000005, 
215,-1.049512744,-9.962337494,4.798325062, 
216,-1.103282928,-9.695102692,5.390433787999999, 
217,-1.266368508,-8.668953896,5.443412781, 
218,-1.379354835,-7.308690071,4.900865078, 
219,-1.734768391,-6.598752022,4.849078655, 
220,-1.982979536,-6.232697964,4.732739925, 
221,-2.2742912769999997,-5.081138611,4.158287525, 
222,-2.327277422,-4.112179278999999,3.149844885, 
223,-2.507670403,-3.535499334,2.8110740180000002, 
224,-2.95423007,-2.691437244,2.9191093439999998, 
225,-3.328162432,-2.28609848,3.302635431, 
226,-3.532477617,-1.584410429,3.7758309839999997, 
227,-3.2233808039999996,-0.915912032,3.787888765, 
228,-3.727396011,-0.929536939,4.347297668, 
229,-5.348844528,-1.046893835,4.929593563, 
230,-6.569211006000001,-2.189817667,4.857901096, 
231,-6.388576508,-5.811892986,4.583359241, 
232,-5.530116558,-10.24302483,4.156192303, 
233,-5.358063221,-12.24069405,5.294691086, 
234,-5.743997097,-11.08763885,5.818191051, 
235,-5.635074138999999,-9.355839729,5.895439625, 
236,-5.628772259,-8.016391753999999,5.971822738999999, 
237,-5.8577055929999995,-6.999546528,5.548666477, 
238,-6.174787521,-6.565593719,5.375576496, 
239,-6.714491367000001,-6.284636497,5.597975254, 
240,-7.467634678,-5.832932949,5.382091045, 
241,-8.284806252000001,-5.393366337000001,5.106582642, 
242,-8.734098434,-5.328320026,4.75931406, 
243,-9.381291389,-5.57990551,4.746734142, 
244,-10.54342842,-5.935952662999999,5.224172115, 
245,-11.57747459,-5.940425396,5.68857193, 
246,-11.94325256,-5.196584702,5.548274517, 
247,-11.69862366,-4.59250021,5.001190662, 
248,-11.31752968,-4.040793419,4.589836597, 
249,-10.73303604,-3.602140903,4.555866718, 
250,-10.11563683,-3.80794239,5.260702133000001, 
251,-9.583763122999999,-5.2964563369999995,5.9947667120000006, 
252,-9.061044693,-6.487133026,6.100417137000001, 
253,-8.696378708,-6.435246468,5.823424816, 
254,-8.72924614,-5.539298533999999,5.619997978, 
255,-9.196158409,-4.137348652,5.303192139, 
256,-9.350281715,-2.494658947,5.048477173, 
257,-9.234928131,-1.157366157,4.9993844030000005, 
258,-9.057602882000001,-0.373907328,5.079435825, 
259,-9.254760742,-0.38566201899999997,5.399972916, 
260,-9.541689873,-0.880330145,5.469789027999999, 
261,-9.673636436,-0.977273464,4.95731163, 
262,-9.729846001,-1.1780574320000001,4.7703609469999995, 
263,-9.604270935,-2.397336245,4.680446148, 
264,-9.258018494,-3.264194727,4.417188643999999, 
265,-9.031084061,-3.4358241560000002,4.368503571000001, 
266,-9.037392616,-3.410205126,4.699989319, 
267,-9.593126297000001,-2.6926622389999997,5.391253947999999, 
268,-9.730417252,-1.611056089,4.903237343, 
269,-9.545930862,-1.602644682,4.558774471, 
270,-9.473552704,-2.252741098,4.480351925, 
271,-9.482748985,-3.193654537,5.365778446, 
272,-9.027682303999999,-3.514112949,5.172597408000001, 
273,-8.833890915,-3.369460821,4.993068218, 
274,-8.835457802,-2.770975351,4.45462513, 
275,-8.809576988,-2.136622906,4.087043285, 
276,-8.852974892,-3.1413040160000003,5.053889751, 
277,-8.740617752,-4.321193218,5.269603729, 
278,-8.838859558,-3.8829782010000002,4.956400394, 
279,-8.946558952,-2.446350098,4.436353207, 
280,-8.835129738,-2.217324257,4.783287525, 
281,-8.648387909,-3.423311472,5.358466148, 
282,-8.315555573,-4.133491993,5.111168861, 
283,-8.194654465,-3.5066196919999997,4.708632468999999, 
284,-8.107024192999999,-3.2673795219999997,5.057065487, 
285,-7.759790897,-3.313062191,5.306853771, 
286,-7.287875175,-3.384877443,5.084539413, 
287,-7.381465912,-3.387503862,4.701449394, 
288,-7.0169024470000005,-2.98592782,4.759895802, 
289,-6.81264019,-2.5873172280000003,4.789662838, 
290,-6.683178902000001,-2.069086313,4.87833643, 
291,-6.642252445,-1.546957493,4.80402565, 
292,-6.4287319179999995,-1.4751210209999999,4.528653622, 
293,-6.423442364,-1.5998313430000002,4.709125519, 
294,-6.500023842,-1.37206471,5.0976657869999995, 
295,-6.460835457000001,-1.145987749,5.25506115, 
296,-6.459805489,-1.493670344,5.676954746, 
297,-6.557925701,-1.658367753,6.014699936, 
298,-6.638021469,-1.219241142,5.998628616, 
299,-6.77800703,-1.052488804,6.326752663, 
300,-6.856494904,-1.537124634,6.780172825, 
301,-6.723538876,-1.8810453409999999,6.823777198999999, 
302,-6.708333492,-1.913758993,7.009600162999999, 
303,-6.678315163,-1.795931578,7.163567542999999, 
304,-6.691262722,-1.6421781780000002,7.069951057000001, 
305,-6.818639277999999,-1.815099597,7.497086048, 
306,-6.739345551,-2.095291853,7.769061565, 
307,-6.518894196000001,-1.759122968,7.665391445, 
308,-6.396530628,-1.571268559,7.519235134, 
309,-6.457074642,-1.736970067,7.559232712000001, 
310,-6.488983154,-1.9075460430000002,7.617319107, 
311,-6.4118742939999995,-2.021755219,7.496145725, 
312,-6.283266544,-1.9831949469999999,7.234539032000001, 
313,-6.357904434,-1.966742992,7.47759819, 
314,-6.445951462000001,-2.163309097,7.602070332, 
315,-6.430229187,-2.5444474219999997,7.490918159, 
316,-6.365778446,-2.72706604,7.35498333, 
317,-6.349439144,-2.41082859,7.26134491, 
318,-6.357177257999999,-2.290735483,7.2335214610000005, 
319,-6.300757408,-1.384479403,5.944228648999999, 
320,-7.248267651,-1.36817944,7.216644287, 
321,-7.194729327999999,-2.184747696,7.172707081, 
322,-6.878529072,-2.158029556,6.437379837000001, 
323,-6.892089844,-1.548375845,6.031047344, 
324,-7.287055016,-1.670263171,6.589280605, 
325,-7.552488327000001,-2.69858551,6.6986022, 
326,-7.546495913999999,-2.489980698,6.292368889, 
327,-7.295371532000001,-2.273748636,5.743842125, 
328,-7.055746077999999,-2.453567982,5.069880008999999, 
329,-7.1606655120000005,-3.131604433,4.643308163, 
330,-7.19959116,-4.252638817,4.31859684, 
331,-7.058130741,-3.8665130139999997,3.759153128, 
332,-6.896658897000001,-3.014882565,3.5367853639999995, 
333,-6.752267838,-3.14265132,3.502928495, 
334,-6.81870842,-3.0129656789999997,3.317424297, 
335,-7.00723505,-2.893549681,3.549144745, 
336,-7.1348261829999995,-2.8436765669999997,3.7647564410000003, 
337,-7.263095379,-2.638763189,3.914302111, 
338,-7.499239445,-2.433217525,4.151779175, 
339,-7.760184288,-2.3459441659999998,4.237738609, 
340,-8.086638451,-2.411381245,4.579990864, 
341,-8.416326523,-2.32029438,5.127750397, 
342,-8.889762877999999,-2.109619141,6.328561783, 
343,-9.259371758,-1.8583207130000001,7.516727447999999, 
344,-9.279762267999999,-1.722096205,7.925107956000001, 
345,-9.062020302,-1.6580400469999999,7.475419044, 
346,-8.791658401,-1.651257753,6.615312099, 
347,-8.736327171000001,-1.542756915,5.457587719, 
348,-9.163860321,-1.565603375,4.31739378, 
349,-10.01938725,-2.1729538440000002,4.057833672, 
350,-10.52878094,-3.37754631,4.2672219280000006, 
351,-10.47397232,-4.066408634,4.260617256000001, 
352,-10.52375507,-3.237208605,5.088398457, 
353,-10.374662400000002,-0.53269136,5.617582321, 
354,-9.933198929,-0.952633202,5.373897076, 
355,-9.375571251,-2.970632553,4.92848444, 
356,-9.504558563,-3.008850098,5.576897144, 
357,-9.624010086,-2.620584249,6.65963459, 
358,-9.631115913,-2.7927005289999998,7.65831852, 
359,-9.568068504,-2.981159925,8.309087753, 
360,-9.231327057,-2.913153172,8.084918022, 
361,-8.949892998,-3.691003561,7.465092182, 
362,-8.887364388,-4.303972721,7.079877377000001, 
363,-8.535871506,-4.73538065,7.530851364, 
364,-8.255163193,-5.000686646,8.483739853, 
365,-7.948904991,-4.686405659,8.280171394, 
366,-7.658148289,-5.186322212,7.438743113999999, 
367,-7.758454799999999,-5.975807667000001,7.775011538999999, 
368,-7.777335644,-5.630129814,8.070189476, 
369,-7.661295414,-4.318007468999999,7.3454103470000005, 
370,-7.504840851,-3.606476307,6.628781796, 
371,-7.082623005,-3.826778173,5.510924816, 
372,-6.840610981,-4.190564156000001,5.2109346389999995, 
373,-6.611833096,-4.088986397,5.026669978999999, 
374,-6.464585304,-3.5583641530000003,4.818796635, 
375,-6.301467419,-2.530925751,4.436511517, 
376,-5.943750381,-1.95199275,3.809912205, 
377,-5.810200214,-1.7962157730000001,3.7663929460000003, 
378,-5.922772884,-1.818802118,4.339309692, 
379,-6.0406627660000005,-1.638088465,4.475837708, 
380,-6.296865463,-1.28047061,4.526986122, 
381,-6.478200436,-1.609657049,4.542086124, 
382,-6.6675887110000005,-1.794096828,4.831387043, 
383,-6.90887785,-1.5065292119999998,5.693693637999999, 
384,-7.029450893,-1.5212358240000001,6.041508675, 
385,-6.993730545,-1.612472296,6.400657177, 
386,-6.753545761,-1.8432159419999998,6.666646957, 
387,-6.539458752000001,-1.9619357590000002,6.924306392999999, 
388,-6.45224762,-1.7315038440000001,7.307423115, 
389,-6.277081966,-1.541370392,7.49674511, 
390,-6.077569485,-1.711493015,7.560246468, 
391,-5.962937355,-1.957042933,7.467075348, 
392,-5.880477428,-1.585250974,7.602122784, 
393,-5.573209286,-1.385045886,7.722392558999999, 
394,-5.551824093,-1.374560833,8.196270943, 
395,-5.7290182110000005,-1.3647114040000001,8.450212479, 
396,-5.766066551000001,-1.367278337,8.622982979, 
397,-5.670408248999999,-1.53840065,8.701530457, 
398,-5.647556305,-1.1765518190000002,7.852772712999999, 
399,-6.285076141,-0.98823601,8.122868537999999, 
400,-6.872825623,-1.958508849,8.4215765, 
401,-6.681527615,-2.738560915,7.557323456000001, 
402,-6.418333054,-2.019637346,7.213792801, 
403,-6.4673242570000005,-1.7206380369999998,7.605885982999999, 
404,-6.680961609,-2.29819417,7.510460377, 
